"Country","ISO","Sex","Year","Age","Prevalence of hypertension","Prevalence of hypertension lower 95% uncertainty interval","Prevalence of hypertension upper 95% uncertainty interval","Proportion of diagnosed hypertension among all hypertension","Proportion of diagnosed hypertension among all hypertension lower 95% uncertainty interval","Proportion of diagnosed hypertension among all hypertension upper 95% uncertainty interval","Proportion of treated hypertension among all hypertension","Proportion of treated hypertension among all hypertension lower 95% uncertainty interval","Proportion of treated hypertension among all hypertension upper 95% uncertainty interval","Proportion of controlled hypertension among all hypertension","Proportion of controlled hypertension among all hypertension lower 95% uncertainty interval","Proportion of controlled hypertension among all hypertension upper 95% uncertainty interval","Proportion of untreated stage 2 hypertension among all hypertension","Proportion of untreated stage 2 hypertension among all hypertension lower 95% uncertainty interval","Proportion of untreated stage 2 hypertension among all hypertension upper 95% uncertainty interval"
"United States of America","USA","Women","1993","75-79","0.719358509867673","0.676283091500813","0.759864377658594","0.741347719632117","0.673168584768563","0.803396567280378","0.693451732637742","0.629687040548231","0.755557798433471","0.207162237755777","0.15241921415973","0.268524125721502","0.107988897351119","0.0818129254345852","0.138633169786378"
"United States of America","USA","Women","1994","75-79","0.721442646172454","0.682473993044878","0.759623101758776","0.744753062506113","0.678784458685702","0.80469690134751","0.703274855001218","0.642777906608129","0.761239058532332","0.217251945706689","0.163687624547272","0.276094378889765","0.104425604575686","0.0804819150971152","0.13282594954348"
"United States of America","USA","Women","1995","75-79","0.723390666619673","0.687255813201757","0.759592050596199","0.748164590941998","0.685828433043362","0.806063625792061","0.713021688242288","0.655559866462563","0.766125574465697","0.228978265251089","0.176478770266212","0.285988557586969","0.101014776324785","0.0789801597809923","0.127327094136531"
"United States of America","USA","Women","1996","75-79","0.725514808643316","0.690793080466627","0.759305045600406","0.751718274812427","0.691668158188455","0.806894717054232","0.722481981691768","0.667747138139016","0.772448803650005","0.241724291223775","0.18966406315807","0.297918964271934","0.0977759921635027","0.0770259615915518","0.122175632506108"
"United States of America","USA","Women","1997","75-79","0.728117157451992","0.69527068280279","0.760298518180147","0.755614423059199","0.697256736759727","0.809756834252425","0.731791615461963","0.679641295075876","0.778591423580205","0.255236074234658","0.204034013116737","0.310260840076048","0.0946044023786507","0.07481014632842","0.117035170730935"
"United States of America","USA","Women","1998","75-79","0.73110884051632","0.69866900028719","0.762551808579002","0.759668461633638","0.701665777885594","0.812290304770833","0.740642880529669","0.690881098203279","0.785926109007859","0.2687727681366","0.217148742393849","0.324030707221694","0.091521866663974","0.0727849666469729","0.11288679952069"
"United States of America","USA","Women","1999","75-79","0.734398521232936","0.702073321283588","0.765298669056477","0.764514009828939","0.708432344440679","0.816074611696025","0.748993649442603","0.701208441359211","0.793623863056319","0.282216390709482","0.229948228800616","0.337742458872566","0.0885317091727569","0.0704849511961864","0.109361551859255"
"United States of America","USA","Women","2000","75-79","0.73776011414952","0.704744291255462","0.768653165229802","0.770632766203121","0.715007799840866","0.81960581274477","0.757414141270802","0.711580747150181","0.800496191738988","0.296192558250921","0.242624652846672","0.353715641803161","0.0855068379786624","0.0678864308084052","0.105982400007844"
"United States of America","USA","Women","2001","75-79","0.741076935088038","0.708116766768323","0.772578792138936","0.778160243635676","0.724756814414629","0.825400732389525","0.766232895143461","0.721909297450875","0.808365404532097","0.311434945049164","0.25658338249319","0.370655530445854","0.0822895382518668","0.0651970592947573","0.102616515229577"
"United States of America","USA","Women","2002","75-79","0.744291228101035","0.710812930141599","0.776009435912975","0.786769321519583","0.733887562356806","0.83293479546262","0.775548640955691","0.732133380420849","0.81703572614262","0.328153788371391","0.271151827236241","0.38884641408671","0.0789484306396474","0.0622570966996636","0.0987073207873513"
"United States of America","USA","Women","2003","75-79","0.747294312105014","0.713308310722533","0.779772382797223","0.796153337653513","0.744893322022935","0.842106268678164","0.785226773197132","0.742278674983547","0.825558045949488","0.346541049436909","0.286217360866253","0.409205464215661","0.0755355112470682","0.0591302614670041","0.0950721217624911"
"United States of America","USA","Women","2004","75-79","0.749930880224265","0.716169460912586","0.782357213527377","0.805912932846035","0.75605729460665","0.850326001091399","0.794832056532681","0.751201093222913","0.834592848348892","0.366134979144089","0.303901648119134","0.431014669226706","0.0721631130726744","0.0562823530002067","0.0909000167493746"
"United States of America","USA","Women","2005","75-79","0.75234504367399","0.718255333591063","0.784242436976445","0.815365643892504","0.767457516751544","0.858746373137993","0.803928277199398","0.760531712129962","0.84247790579963","0.385792501047208","0.321240444148738","0.452984781388469","0.0689825235278699","0.0531725098470523","0.0873963231471446"
"United States of America","USA","Women","2006","75-79","0.754533680058239","0.720052302793103","0.787071116956929","0.824185485994285","0.777257501560743","0.866162651081845","0.811889530525334","0.76967599176243","0.850428885459683","0.404446023867626","0.339571951742762","0.471395180715309","0.066158597139331","0.0506166857481848","0.0847342860767327"
"United States of America","USA","Women","2007","75-79","0.756377528570843","0.721609502127662","0.789503084649802","0.832180708675412","0.785441032886246","0.87345703687396","0.818402645398299","0.776093532849019","0.856807420179116","0.420907325610779","0.355640200676126","0.488498024500982","0.0637517629679779","0.048178596858886","0.0822831424999451"
"United States of America","USA","Women","2008","75-79","0.757972786853484","0.722460937186664","0.792122776852594","0.839334035240809","0.793606619537411","0.879912149299985","0.823383359323568","0.781378441766507","0.861111840203331","0.434787276185994","0.367579394667972","0.504373564287879","0.0617599840357478","0.0462671412454156","0.0800288324640522"
"United States of America","USA","Women","2009","75-79","0.759243711383715","0.723165314638373","0.794232892880253","0.845604675150831","0.800291871334976","0.885665727077168","0.826867470979667","0.784636572641397","0.865690152813119","0.445706261434841","0.377313271496853","0.516128440099164","0.0602194654433639","0.044437618805591","0.0783918407201337"
"United States of America","USA","Women","2010","75-79","0.760166804488255","0.722650696776948","0.795308555983182","0.850916010277944","0.805627434960972","0.891084240837654","0.829041015773235","0.785337677434395","0.868278775777403","0.454081749436487","0.383377472814656","0.525510305270106","0.0591080856270167","0.0432410677875054","0.0781761032994679"
"United States of America","USA","Women","2011","75-79","0.760732238504225","0.721808546822556","0.797551991722838","0.855038705595435","0.809570606504018","0.895006768012491","0.830000628858615","0.784128540208387","0.870795616544207","0.459899153396758","0.386428495218245","0.53353511340681","0.0583630284646437","0.0420998549559851","0.0779232941819179"
"United States of America","USA","Women","2012","75-79","0.760966363776951","0.720799290975136","0.799111461014635","0.858053361664119","0.811204005252942","0.898426670394153","0.829808537661764","0.7825747949645","0.872432819440424","0.463371010690634","0.386853643577601","0.539809561863416","0.0579738124376158","0.0409917295474683","0.0782505490890773"
"United States of America","USA","Women","2013","75-79","0.761048271350215","0.717967945130621","0.80097379554755","0.85999782437817","0.811732553684541","0.900463322116182","0.828525205136388","0.778838383484627","0.873381134130048","0.464598534371598","0.383595938041624","0.545695102994807","0.0579819588038792","0.0403292009346266","0.0790829190531453"
"United States of America","USA","Women","2014","75-79","0.761082374475052","0.714999548249423","0.803787325590279","0.860882845800352","0.810604472574476","0.902999040550385","0.826172780857763","0.772968113425245","0.874014235767755","0.463384890130084","0.378155216886934","0.550214450414075","0.0583438548548682","0.0392963211589921","0.0811185308857491"
"United States of America","USA","Women","2015","75-79","0.761140557280586","0.71208917190037","0.806075808714405","0.860813587566134","0.807768285295909","0.905009040178548","0.822847382491274","0.763416376661734","0.874199789820932","0.460101905985335","0.368453855794848","0.553701652116404","0.059063835340443","0.038591682580201","0.0839531653499271"
"United States of America","USA","Women","2016","75-79","0.761191937563292","0.707315060409981","0.810391710662309","0.86006961940435","0.803707812091744","0.906925553362866","0.818951792468212","0.752064152996475","0.875063324069927","0.455380839489142","0.354128466473617","0.558413691807308","0.0600384023679283","0.0377175894659157","0.0873251306631199"
"United States of America","USA","Women","2017","75-79","0.761206971955332","0.701708825817791","0.815967521810803","0.858535872784759","0.796836178044538","0.909682014750136","0.814135245867628","0.738891203608829","0.876593315708329","0.449053813258054","0.339417058105579","0.566025450322249","0.0612821035756298","0.0366992694550826","0.0924198515984594"
"United States of America","USA","Women","2018","75-79","0.761149149712512","0.695243657690743","0.821729541482389","0.856536552454475","0.787398737343277","0.912894615302185","0.809052742796153","0.723941818858678","0.878467457863093","0.442662364755482","0.320522703819967","0.57379432725045","0.0627058217105967","0.035434391638125","0.0982453240397541"
"United States of America","USA","Women","2019","75-79","0.760929091870036","0.687081380144681","0.828516255230533","0.854375106793605","0.775230236618644","0.917249265613998","0.803737138663814","0.707394329661395","0.88239006511737","0.436483277019814","0.300394985492878","0.584177946366697","0.0642552229733359","0.0339760171178768","0.104888700692049"
